,id,nombre,capacidad,mail,id_depto
391,391,Casa Cultural Julieta Lanteri ,,agustina.bellasartes@gmail.com,06091
392,392,Centro Cultural Leon F. Rigolleau,0.0,,06091
393,393,Casa Zeta,,,06098
394,394,Florencio Constantino,750.0,mmcatolica@gmail.com,06112
395,395,EL MOLINO CULTURAL,,elmolinocultural@gmail.com,06119
396,396,Centro Cultural La Rosa,0.0,,06126
397,397,Centro Cultural Volver,,,06134
398,398,Centro Cultural 7 de Mayo,,,06147
399,399,Isidoro espacio de Arte,,isidoroarte@gmail.com,06203
400,400,Escuela de Actividades Culturales Dora Pietranera de Donadio,0.0,,06210
401,401,Cuerpos en Movimiento Espacio de Arte Escénico,,,06224
402,402,"Restituyendo derechos, construyendo futuro",30.0,chavo_etche@hotmail.com,06238
403,403,Residencia Artística Dos Ombúes,,radosmbues@gmail.com,06238
404,404,Centro Cultural Malvinas Argentinas,,,06245
405,405,Centro Cultural Mil Flores,,facundofidelgomez@gmail.com,06245
406,406,Sala Ensueños,,,06252
407,407,Unión Vecinal Garin Oeste,0.0,,06252
408,408,"ALMA, Espacio de Arte",,agtedesco@hotmail.com,06252
409,409,Casa Popular Marielle Franco			,,Ignaciodevedia@gmail.com,06252
410,410,Centro Cultural El Galpón,0.0,eventos1.estebanecheverria@gmail.com,06260
411,411,Casa de la Cultura de Madariaga,0.0,,06315
412,412,Espacio cultural producciones independientes,,alejandro_manzo@hotmail.com,06315
413,413,Mundo Dios,,mundodios@gmail.com,06357
414,414,Club Tri,184.0,clubtri@trimarchidg.net,06357
415,415,América Libre,200.0,difusionamericalibre@gmail.com,06357
416,416,Centro Cultural Osvaldo Soriano (Ex J. M. De Pueyrredón),0.0,programacion@cultura-mgp.com.ar,06357
417,417,Espacio de arte AmArt,,amartcultura@gmail.com,06357
418,418,La Casa de Enfrente,0.0,,06357
419,419,Centro Cultural Taller Lascano,,lascanodigital@gmail.com,06357
420,420,Casa Intermitente,,casaintermitente@gmail.com,06357
421,421,Los Duendes,,ameghino.rodriguez@gmail.com,06357
422,422,La Papallona Tetería Cultural,,,06357
423,423,Casa Popular Maria Claudia Falcone,,malenavald@gmail.com,06371
424,424,Centro Cultural y Deportivo los Amigos de Villa Sarmiento,,marioacruz83@hotmail.com,06371
425,425,Centro Cultural Plaza,0.0,complejoculturalplaza@gmail.com,06371
426,426,IF Investigaciones del Futuro,,,06371
427,427,Auditorio Hugo del Carril,,,06371
428,428,Centro Cultural y Biblioteca Popular la Carcova,,bibliocarcova.comunicacion@gmail.com,06371
429,429,MÚSICA EN SAN MARTÍN,,,06371
430,430,Centro Cultural La Bemba,,cclabemba@gmail.com,06371
431,431,Centro Cultural y artístico Ana Pavlova,0.0,culturalpavlova@gmail.com,06371
432,432,Centro Cultural Espacios,65.0,info@ccespacios.com,06371
433,433,Centro Cultural Leopoldo Marechal,0.0,,06408
434,434,La Bicicletería,,ragno.santiago@gmail.com,06410
435,435,Casa Frida,,,06410
436,436,Centro Cultural Bernardino Rivadavia,0.0,,06410
437,437,Huellas de Fuego,,ceciliamaluli@gmail.com,06412
438,438,Centro Cultural Paceño Asociación Civil,,centroculturaljcp@gmail.com,06412
439,439,CASA DE LA CULTURA PENSAR JUNIN,,pensarjunin@gmail.com,06413
440,440,Dada club de arte,,javiermattioli@gmail.com,06413
441,441,Junta Vecinal de Laferrere 12 de Octubre,,,06427
442,442,Centro Cultural Leopoldo Marechal,0.0,,06427
443,443,Centro de Estudios Sociales y Culturales La Locomotora,,mauro84.mr@gmail.com,06434
444,444,Espacio Disparate Casa de Artes,90.0,acartecontodos@gmail.com,06434
445,445,Casa de La Cultura Villa Elisa,300.0,casadeculturavillaelisa@gmail.com,06441
446,446,Centro Recreativo Intercultural de Artes Crisoles,0.0,crisoleslp@gmail.com,06441
447,447,Viejo Almacen El Obrero,100.0,viejoalmacenelobrero@gmail.com,06441
448,448,Centro cultural de buena madera,,info@tallerdebuenamadera.com.ar,06441
449,449,Centro Cultural Joaquín Areta ,,,06441
450,450,Centro Cultural Calle Uno ,,calleuno.cultura@gmail.com,06441
451,451,El Sótano Club Cultural,,espacioelsotano@gmail.com,06441
452,452,Colibrí arte y cultura platense,120.0,perezmariamelina@gmail.com,06441
453,453,El Medio Aljibe,,,06441
454,454,Sala El Angel Gris,0.0,,06441
455,455,Asociación Cultural Daniel Omar Favero,,culturalfavero@yahoo.com.ar,06441
456,456,Laberinto Casa Club,150.0,laberintocasaclub@gmail.com,06441
457,457,Centro Cultural Estación Provincial,100.0,estacionprovincial_talleres@yahoo.com.ar,06441
458,458,Centro Cultural El Faldón ,,elfaldon@gmail.com,06441
459,459,Centro Cultural La Vuelta de Obligado ,,,06441
460,460,CIUDAD DE GATOS,,,06441
461,461,Prisma Espacio Creativo,,prismaespaciocreativo@gmail.com,06441
462,462,Centro Cultural Islas Malvinas ,,ultreyanat@gmail.com,06441
463,463,Centro Cultural La Carpintería ,,,06441
464,464,Residencia Corazón,,corazonresidencia@gmail.com,06441
465,465,Centro Cultural Ojalá ,,,06441
466,466,El Conventillo Centro Cultural,,conventillo.cultura@gmail.com,06441
467,467,El Bosquecito Vivero Experimental. Espacio Cultural ,,,06441
468,468,Centro Cultural Área Chica ,,pollocanevaro@hotmail.com,06441
469,469,Doble-T,,espaciodoblet@gmail.com,06441
470,470,La Casa espacio cultural,,lacasa.estudiodanza@gmail.com,06441
471,471,"La Bicicletería, Creación Colectiva",100.0,bicicleteriacreacioncolectiva@gmail.com,06441
472,472,Centro Cultura y Comunicación,,,06441
473,473,46 Multiespacio Cultural,,multiespacio46@gmail.com,06441
474,474,Casa Lealtad Peronista Lili Ferrari ,,casalealtadperonista@gmail.com,06441
475,475,Centro Cultural Camarada Pereyra CCCP,,l_revas@yahoo.com.ar,06441
476,476,Club Cultural Casa Unclan,180.0,cccasaunclan@gmail.com,06441
477,477,Casa de Cultura y Peña La Salamanca,200.0,casalasalamanca@yahoo.com.ar,06441
478,478,Casa Lumpen Club Cultural Cannabico ,,,06441
479,479,Casa Jirón (FUNDACION DE DEFENSA SOCIAL FUDESO),,palo.torello@gmail.com,06441
480,480,Casa Zaragoza ,,hermanoszaragozalp@gmail.com,06441
481,481,CIPAE,0.0,estudiocipae@gmail.com,06441
482,482,Centro Cultural C’est la Vie ,120.0,,06441
483,483,Centro Cultural El Amor y la Igualdad ,,cc.elamorylaigualdad@gmail.com,06441
484,484,Casa Pulsar ,,casapulsarcultura@gmail.com,06441
485,485,Centro Cultural El Núcleo,,barataria@sinectis.com.ar ,06441
486,486,Centro Cultural Social y Político Olga Vázquez ,,,06441
487,487,Colectivo Arte al Ataque ,,artealataque@gmail.com,06441
488,488,La GranSiete Arte y Cultura,,lagran7arteycultura@hotmail.com,06441
489,489,En Eso Estamos-Fábrica Cultural,120.0,enesoestamo@gmail.com,06441
490,490,Espacio Cultural Juana Azurduy ,,eljuanalaplata@gmail.com,06441
491,491,Centro Cultural Julio López Los Hornos  ,,,06441
492,492,Centro Cultural y Polideportivo Los Hornos,,ccploshornos@hotmail.com,06441
493,493,Casa Popular Hugo Bacchi ,,cphugobacci@gmail.com,06441
494,494,Ruda,,rudaespacio@gmail.com,06441
495,495,La Macacha,,lamacachacentrocultural@gmail.com,06441
496,496,Centro Cultural Azulunala,0.0,,06441
497,497,Espacio SU.DA.KA.,, espaciosudaka@gmail.com,06441
498,498,Grupo La Grieta,,,06441
499,499,La Chicharra,,,06441
500,500,Ciudad Vieja,,ciudadviejalp@gmail.com,06441
501,501,Galpon de las artes,,galpondelasartesmeridianov@gmail.com,06441
502,502,Centro Cultural Viejo Almacén El Obrero,,viejoalmacenelobrero@gmail.com,06441
503,503,La Hormiguera Espacio Cultural,,barcarlotto@gmail.com,06441
504,504,La Vecindad Cultural Nacional y Popular ,,vecindadnacionalypopular@gmail.com,06441
505,505,Espacio Cultural Leonardo Favio ,,elfavio.cultural@gmail.com,06441
506,506,Centro Cultural Trémula ,,,06441
507,507,Centro Cultural Jacarandá ,,eljacarandacasadecultura@gmail.com,06441
508,508,La Caipo,70.0,lacaipoprod@gmail.com,06441
509,509,Integración Comunitaria por la Salud Mental Una Movida de Locos,,movidadelocos@gmail.com,06441
510,510,El Puente Arte y Cultura ,,elpuentearteycultura@gmail.com,06441
511,511,Pura Vida Bar,200.0,,06441
512,512,CENTRO CULTURAL MACÁ,,centroculturalmaca@gmail.com,06441
513,513,Mil Flores La Plata ,,,06441
514,514,El Galpón de Tolosa ,,elgalpondetolosa@yahoo.com.ar,06441
515,515,Macá Cultura ,,centroculturalmaca@gmail.com,06441
516,516,Centro Recreativo y Cultural Villa Raffo,,,06441
517,517,Casa de Cultura,0.0,,06469
518,518,Centro Nativo Acuyai,0.0,,06483
519,519,Casa de la Cultura de Lobos,,casadelaculturadelobos@gmail.com,06483
520,520,Cosecha - Espacio musical,,cosecha.espaciomusical@gmail.com,06490
521,521,Casa Carlos Fuentealba,,,06490
522,522,Sede Fiorito,0.0,cclzfiorito@lomasdezamora.gov.ar,06490
523,523,MONOCICLO CLUB DE ARTE,,karisavich@hotmail.com,06490
524,524,Padre Mugica,0.0,ccpadremugica@gmail.com,06490
525,525,Centro Cultural y Social No Me Olvides,0.0,info@ccnomeolvides.com.ar,06490
526,526,CUATRO XXI,120.0,cuatroxxi@gmail.com,06490
527,527,Sede San José,0.0,,06490
528,528,Sede Banfield Oeste Darragueira,0.0,,06490
529,529,Cantinflas,0.0,cccantinflas@gmail.com,06490
530,530,La Troupe,,tallereslatroupecirco@gmail.com,06490
531,531,Espacio Asterisco,,asterisco.espacio@gmail.com,06490
532,532,Complejo Cultural Banfield Teatro Ensamble,250.0,programacionensamble@gmail.com,06490
533,533,Centro Cultural Teatro El Refugio,120.0,elrefugiodebanfield@gmail.com,06490
534,534,Centro de Estudios Teatrales y Artísticos C.E.T.A.,0.0,contacto@estudioceta.com.ar,06490
535,535,Sede Banfield Este El Ceibo,0.0,,06490
536,536,"Casa Cultural ""Las Mirabal""",,juanignaciomontana.31@gmail.com,06490
537,537,Club Social Maipu,,,06511
538,538,Centro Integrador Comunitario en el  Barrio Santo Domingo,100.0,,06511
539,539,Casa popular Unidos por el barrio,,lilianaestelalopez@hotmail.com.ar,06515
540,540,La Cultural Dumer,200.0,laculturaldumer@gmail.com,06532
541,541,Casa Balero,,,06532
542,542,Centro Cultural Julio Cesar Gioscio,0.0,,06532
543,543,Centro Cultural La Gotera,,vaneascher@hotmail.com,06532
544,544,SUTEBA Merlo,0.0,merlo@suteba.org.ar,06539
545,545,Sede COI,0.0,,06539
546,546,El galpón del Encuentro,,,06539
547,547,La Antigua Cultural,,laantiguacultural@gmail.com,06539
548,548,Centro Cultural y Social Patas para Arriba,,laura.alem@yahoo.com,06539
549,549,Espacio Cultural Homero Manzi,0.0,,06539
550,550,Centro Cultural Municipal Poeta Enrique Uza,0.0,,06547
551,551,Casa Laurel,,,06568
552,552,El Transformador,,sabrinagosp@gmail.com,06568
553,553,El Galpón de Haedo,,elgalpondehaedo@gmail.com,06568
554,554,La Puerta Creativa,,lapuertacreativahaedo@gmail.com,06568
555,555,La Casita Arte,,lacasitarte@hotmail.com,06568
556,556,Centro Cultural y Biblioteca Popular Enrique Santos Discépolo,0.0,info@culturaldiscepolo.org,06568
557,557,Unidad Barrial Social y Cultural Jesús Aguinagalde,,pachu196266@gmail.com,06581
558,558,La Esquina Arte y Cultura,,veronica_paulucci@hotmail.com,06588
559,559,"Insurgente, Espacio Cultural Independiente",,,06595
560,560,Club Atlético Hinojo,280.0,fernandacanggianelli@hotmail.com,06595
561,561,La Yumba,,layumbaolavarria@gmail.com,06595
562,562,MACONDO MUTUAL DE ARTE POPULAR DE OLAVARRIA,,macondoolav@gmail.com,06595
563,563,Casa de la Cultura Carmen De Patagones,0.0,,06602
564,564,Casa de la Cultura,0.0,casadelaculturapergamino@hotmail.com,06623
565,565,Galpón Del Arte Barrio Kennedy,50.0,galpondelarte@yahoo.com.ar,06623
566,566,SerEnArte,,info@serenartepilar.com.ar,06638
567,567,Media Vuelta Club de Artes Urbanas,,mediavueltaclub@gmail.com,06638
568,568,Casa De La Cultura,,cculturaveronica@gmail.com,06655
569,569,Centro Cultural Polaridades,0.0,camunedithnora@yahoo.com,06658
570,570,El Garelli - Asociación Civil Villa Valdocco,,julieta.caceres89@gmail.com,06658
571,571,Centro Cultural Eduardo Galeano,,cc.edugaleano@gmail.com,06658
572,572,Casa Rodolfo Walsh,,,06658
573,573,La Pacha Espacio Cultural,,gayosoana65@gmail.com,06658
574,574,Asociación Civil Amigos de “El Viaje de los Títeres”,,viajetiteres@yahoo.com,06658
575,575,Comunidad Contemporanea,,comunidadcontempo@gmail.com,06658
576,576,Estudio 1 Originarte,0.0,,06658
577,577,Casa de la Cultura,0.0,,06658
578,578,Artenpie,0.0,artenpie@hotmail.com,06658
579,579,La Pieza,,espondaburumariano@gmail.com,06672
580,580,Casa evita,,,06686
581,581,Centro Cultural Roque Perez,0.0,,06693
582,582,Espacio Taller Crear,,sejope77@gmail.com,06700
583,583,Centro Municipal de Cultura S.A Giles,0.0,,06728
584,584,Centro cultural Casa Evita,,,06728
585,585,Sociedad de Fomento Bartolomé Mitre,0.0,mansillarh@yahoo.com.ar,06749
586,586,Tinku Teatro Centro Cultural,,tinku.teatro1@gmail.com,06749
587,587,Estacion 1857,,estacion1857@gmail.com,06756
588,588,Ateneo Cultural Nestor Kirchner,,Lorena_gomez21@hotmail.com,06756
589,589,Teatro 9 de Julio ,0.0,,06756
590,590,Fundación Crear Vale La Pena,60.0,info@crearvalelapena.org.ar,06756
591,591,Club Artístico y Social Arenga,,,06756
592,592,Taller de La Ribera,0.0,tdelaribera@gmail.com,06756
593,593,Centro Cultural Raices,0.0,,06760
594,594,La troupe del aire,,latroupedelaire@hotmail.com,06763
595,595,Cooperativa Las Canaletas,,cooplascanaletas@yahoo.com.ar,06770
596,596,Casa del Pueblo Vecinos Solidarios,,jime.spotti@gmail.com,06778
597,597,El Culturón,,daniel.gamarra.fusion@gmail.com,06778
598,598,Minowa Centro Cultural,,,06778
599,599,La Compañía Tandil,40.0,lacompatandil@hotmail.com.ar,06791
600,600,Centro Arte y Parte,,admsipymes@gmail.com,06791
601,601,Centro Cultural Atrapasueños,,marianelavallazza@gmail.com,06791
602,602,Salón Danés,,salondanestandil@gmail.com,06791
603,603,Macanudo,,macanudorestobar@gmail.com,06791
604,604,CENTRO SOCIAL Y CULTURAL LA VÍA,,jorgetripiana2019@gmail.com,06791
605,605,Centro Cultural Itinerante El Musguito,,analiaumpierrez@gmail.com,06791
606,606,Sociedad Italiana de Tigre,0.0,sociedad_italiana_tigre@hotmail.com,06805
607,607,Alas de Tigre,,alasdetigre@gmail.com,06805
608,608,Casa de las Artes Tacuarí,,casadelasartestigre@gmail.com,06805
609,609,Casa de Fuego,,,06826
610,610,Asociación de Fomento Martín Coronado,,asodefomento.martincoronado@gmail.com,06840
611,611,Asociación cultural Arte y Vida,,info@acarteyvida.com.ar,06840
612,612,Centro Cultural Raíces Compañeras,150.0,raicescompaneras@gmail.com,06840
613,613,Fusión 3,,,06840
614,614,Espacio La Tuerca,,,06840
615,615,Centro Cultural Alto Espacio,,,06840
616,616,Centro Cultural Carlos Auyero,,bcentrocultural@aol.com,06840
617,617,Centro Cultural Andrés Ferreyra,,radiocaseros@hotmail.com,06840
618,618,Centro Cultural Juana Azurduy,,jcgatto@yahoo.com.ar,06840
619,619,Centro Cultural La Casa deTodos,,centroculturallacasadetodxs@gmail.com,06840
620,620,"La Galerita, experiencias creativas",,lagalerita@gmail.com,06861
621,621,Estudio MV,,estudiodedanzasmv@gmail.com,06861
622,622,Foro de las Ciencias y las Artes,50.0,info@forodelascienciasylasartes.com,06861
623,623,Asociación Civil Centro Cultural Tiempos de Memoria,,tiemposdmemoria@gmail.com,06861
624,624,Asociación Civil La Rueda Educación Popular,,joaquin.noya@gmail.com,06861
625,625,La Pajarera,0.0,,06861
626,626,Casa de la Cultura Municipal,0.0,culturavtelopez@arnet.com.ar,06861
627,627,El Faro,0.0,centroculturalelfaro@gmail.com,06861
628,628,La Galpona - laboratorio de ideas,,lagalpona@yahoo.com,06861
629,629,Teatro Homero Manzi,0.0,,06868
630,630,CASA DE LA CULTURA HILARIO ASCASUBI,,culturaascasubi@gmail.com,06875
631,631,ESTACIÓN NICOLAS LEVALLE,,beatrizcar24@hotmail.com,06875
632,632,Casa de la Cultura de Pedro Luro,,ipetersen@luronet.com.ar,06875
633,633,Forum Cultural,0.0,,06882
634,634,Centro Cultural Policarpo,,policarpohost@gmail.com,10021
635,635,Cooperativa de Trabajo Cachalahueca Ltda,,cachalahueca@yahoo.com.ar,10021
636,636,La Osera Casa Cultural,,,10049
637,637,La Nube Galpon de las Artes - Catamarca,,lanubecatamarca@gmail.com,10049
638,638,El Cebil,,recorremundos@gmail.com,10049
639,639,La casita. Arte y eventos,50.0,lacasitaartecatamarca@gmail.com,10049
640,640,Qhispina Casa Albergue- Espacio Cultural,,,10049
641,641,La Primitiva ,,marinesmarinaro@gmail.com,10049
642,642,Casa De La Cultura de Catamarca,,casadelaculturageneralroca@gmail.com,10049
643,643,Centro Cultural Patria Grande ,,ccultural.patriagrande@gmail.com,10049
644,644,El Galpón Club de Salud,,contactanos@elgalponclubdesalud.com,10063
645,645,Centro Cultural Amarillo,,brunocat83@hotmail.com,10063
646,646,BRUJA MULTIESPACIO,,bruja.multiespacio@gmail.com,10084
647,647,Centro de Cultura y Trabajo Comunitario  Villa Dolores,,ccytcvilladolores@gmail.com,10112
648,648,Casa 33,,,10112
649,649,Almazenna Teatro Casa de Culturas ,70.0,almazenna@gmail.com,14014
650,650,Espacio Urda,50.0,espaciourdacba@gmail.com,14014
651,651,Centro Cultural Casona Municipal,120.0,casonamunicipalcordoba@gmail.com,14014
652,652,Fresca Viruta Espacio,60.0,frescavirutatiteres@gmail.com,14014
653,653,Centro Cultural Córdoba,200.0,centroculturalcordoba@gmail.com,14014
654,654,Centro Cultural Tinku Arte,,aubritluis@hotmail.com,14014
655,655,La Burbuja Circo,,laburbujacirco@gmail.com,14014
656,656,Centro Cultural Villa el Libertador,100.0,cculturalvillaellibertador@gmail.com,14014
657,657,Centro De Arte Contemporáneo  C.A.C,,chateau.cultura@gmail.com,14014
658,658,Centro Cultural La Piojera,,,14014
659,659,"Bendita, Arte y Sanación",,jakydance@yahoo.com.ar,14014
660,660,Irradiando,,irradiandoelartedeeducar@gmail.com,14014
661,661,Centro Cultural Discepolín,,discepolincc@gmail.com,14014
662,662,Centro Cultural España Córdoba,0.0,lavacaresponde@ccec.org.ar,14014
663,663,Centro Cultural Casa de Pepino,50.0,comunicacion.cccp@gmail.com,14014
664,664,LAN El Parisino,700.0,,14014
665,665,Espacio  artístico  Universo de Sueños,,info@xn--universodesueos-brb.es,14014
666,666,Comarca de Creadores,,comarcadecreadores@gmail.com,14014
667,667,La Parisina Casa de Arte ,65.0,laparisinacasadearte@gmail.com,14014
668,668,Casa Grote,95.0,totolopez2013@gmail.com,14014
669,669,Centro Cultural Paseo de las Artes,80.0,,14014
670,670,La Casa Colectiva,,lacolectivacba@gmail.com,14014
671,671,Estudio Escénico La Potosí,,,14014
672,672,Centro Cultural General Paz,70.0,centroculturalgeneralpaz@gmail.com,14014
673,673,Espacio Cultural Museo de las Mujeres,0.0,,14014
674,674,Centro Cultural Alta Córdoba - Efrain Bischoff,120.0,ccaltacba@yahoo.com.ar,14014
675,675,El Hormiguero,,,14014
676,676,Estudio E,,estudio_e@hotmail.com,14014
677,677,Centro Cultural San Vicente,150.0,ccsanvicente@hotmail.com,14014
678,678,Escafandra Espacio Cultural Comunitario,,,14014
679,679,Club Social y Deportivo Agua de Oro,200.0,clubsocialydeportivoaguadeoro@gmail.com,14021
680,680,Río arriba cultural,,danielguardia@gmail.com,14021
681,681,"Pico de tinta, espacio taller",80.0,picodetinta@gmail.com,14021
682,682,Buena Vista,,buenavistaprensa@gmail.com,14021
683,683,Espacio Cultural El Crespin,,,14021
684,684,Espacio Cultural La Vertiente,0.0,,14021
685,685,Centro Cultural Cooperativo Casa Azul,0.0,casaazulcentrocultural@gmail.com,14021
686,686,MANSA MANSION A LA VERA DEL RIO,,,14021
687,687,Centro Cultural Municipal El Parque,70.0,arteenelparque@salsipuedes.gov.ar,14021
688,688,La Casa de la Cultura,0.0,culturayeducacion@unquillo.gov.ar,14021
689,689,El Recodo del sol,60.0,recododelsol@gmail.com,14021
690,690,"Oniria, espacio de artistas cooperativxs",,,14021
691,691,Casa de la Cultura Marcelo Pais,100.0,culturasms@hotmail.com.ar,14028
692,692,Casa de la Cultura,0.0,,14035
693,693,Centro Cultural Municipal,600.0,culturayturismo@deanfunes.gob.ar,14049
694,694,Sociedad Italiana,300.0,,14056
695,695,Centro Cultural Municipal,150.0,alejoledesma@live.com.ar,14063
696,696,Salón Centro Cultural Municipal,500.0,cultura.arias@gmail.com,14063
697,697,Centro Cultural Polivalente Eva Perón,600.0,miriam.cuenca@hotmail.com,14070
698,698,Espacio Cultural Las Chicharras,,eduardodsolana@gmail.com,14091
699,699,Espacio Social y Cultural Proponiendo Sueños,,emcamposn2@gmail.com,14091
700,700,Eden Hotel,500.0,edenhotellafalda@gmail.com,14091
701,701,Club Alemán ASCA,250.0,rosmary-1943@hotmail.com,14091
702,702,Centro Holístico Allá Arriba,70.0,holisticoallaarriba@gmail.com,14091
703,703,Espacio Cultural Takay Nina ,,fernando2martin@yahoo.com.ar,14091
704,704,Centro Cultural Raices Soberanas,,yamilaboruso@gmail.com,14091
705,705,Espacio Sur ,,,14091
706,706,CENTRO CULTURAL KAIKEN ,,patricialonso2011@gmail.com,14091
707,707,Centro Cultural Leonardo Favio,500.0,,14098
708,708,Mixtura,,mixturariocuarto@hotmail.com,14098
709,709,Casa De La Cultura Río IV,,,14098
710,710,LA LA LA CENTRO ARTISTICO,,,14098
711,711,El Viejo Cooke,,,14098
712,712,Centro Cultural Agua Escondida - Casa Museo Atahualpa Yupanqui -,,contacto@fundacionyupanqui.com.ar,14112
713,713,Casa de la Cultura,0.0,,14119
714,714,Centro Cultural María Elena Walsh,,centroculturalmew@gmail.com,14133
715,715,Espacio cultural Los Molles,,,14133
716,716,La Urpila espacio cultural,,,14133
717,717,Centro Cultural y Recreativo,450.0,munisanbartolo@hotmail.com,14140
718,718,Sociedad Italiana de Socorros Mutuos Unión y beneficiencia,578.0,sociedaditaliana@coopmorteros.com.ar,14140
719,719,Cañito Cultural,,,14147
720,720,Cineclub Casero,,cineclucasero@gmail.com,14147
721,721,Casa de la Cultura - Museo de la Ciudad,80.0,direcciondecultura@altagracia.gov.ar,14147
722,722,Espacio Abierto José de la Quintana,,eltallerdegatucho@hotmail.com,14147
723,723,Fundación Holderlin,30.0,contacto@fundacionholderlin.com.ar,14147
724,724,Asociación Italiana de Socorros Mutuos Giusseppe Mazzini,378.0,nelly-aimar@hotmail.com,14161
725,725,Espacio Cultural Coliseo,,espacioculturalcoliseo@gmail.com,14182
726,726,"Cantalicio ""Club social y cultural""",200.0,,18021
727,727,Centro Cultural Siete Corrientes - Sala Flotante -,60.0,ccflotante@gmail.com,18021
728,728,La Pépinière,,lapepinierecorrientes@gmail.com,18021
729,729,Espacio Bohemio Corrientes,,,18021
730,730,Centro Cultural La Mansión Fundación Tangara,80.0,fundacionculturaltangara@gmail.com,18021
731,731,ESPACIO CULTURAL SAENZ PEÑA CHACO,,,22021
732,732,La Fabrica Cultural ,,anibalmagnetico@yahoo.com.ar,22077
733,733,LA MARAÑA,,,22077
734,734,Centro Cultural La Plaza,250.0,,22098
735,735,Centro Cultural 10 de Noviembre,150.0,carloswerlen@yahoo.com.ar,22112
736,736,Esto no es una Academia,,diegofiguer@gmail.com,22126
737,737,Centro cultural “La Flota”,200.0,culturadebarranqueras@gmail.com,22140
738,738,CAMALOTE CENTRO CULTURAL ,,camalotecentrocultural@gmail.com,22140
739,739,Multiespacio Federación Médica del Chaco,342.0,,22140
740,740,Nanas suena bien,,nanassuenabien@gmail.com,22140
741,741,Complejo Cultural Provincial Guido Miranda,0.0,,22140
742,742,Nido centro de artes,,nido.centro@gmail.com,22140
743,743,Casa de las Culturas,0.0,prensa.casadelasculturas@gmail.com,22140
744,744,Centro Cultural Espacio Maracuyá,,consultas.maracuya@gmail.com,22140
745,745,Espacio Cultural Mil Flores Barranqueras,,barretojosefeliciano23@gmail.com,22140
746,746,ESTE ESPACIO CULTURAL,,,22140
747,747,Centro de Cultura Popular CECUPO,,cecupo07@gmail.com,22140
748,748,Centro Cultural Alternativo  CE. CU. AL ,70.0,cecual.info@gmail.com,22140
749,749,La Vaca Atada,,,22140
750,750,El Entusiasmo,,estusiasmaarteenmadryn@gmail.com,26007
751,751,El Tablado Centro Cultural,120.0,eltabladocentrocultural@gmail.com,26007
752,752,La Puerta,0.0,espaciopiramides@gmail.com,26007
753,753,Centro Cultural Antu Quillen,,cecil.cuis@gmail.com,26014
754,754,El Rincón Cultural,,bf_eze@hotmail.com,26021
755,755,"Espacio Cultural ""Kultural 5""",,marialauraenglish@gmail.com,26021
756,756,Centro Cultural Comodoro Rivadavia,0.0,centrocultural@comodoro.gov.ar,26021
757,757,Centro Cultural Mujeres de la Patria,,mariajulietamiranda87@gmail.com,26021
758,758,Actitud Pandora,,actitudpandora@gmail.com,26021
759,759,Calidez Cultural,,alechiplesbil@gmail.com,26035
760,760,Centro Cultural “Franco Venturi”,,francoventuricultura@gmail.com,26077
761,761,Centro Cultural Provincial ,, redesculturachubut@gmail.com,26077
762,762,El Árbol Asociación Cultural,180.0,mensajerodelarbol@gmail.com,26077
763,763,Centro Cultural Político y Social Espacio Abierto Nunca Menos,,carlos_cambag@hotmail.com,30008
764,764,Centro Cultural La Botica,60.0,centroculturallabotica@gmail.com,30008
765,765,Pueblo Viejo,200.0,fundacionelfarocultural@gmail.com,30015
766,766,charruarte centro socio cultural,,charruarte@hotmail.com.ar,30015
767,767,Centro Cultural Municipal,0.0,cultura@chajari.gov.ar,30028
768,768,Casa de la Cultura Cesar Osvaldo Penalver,0.0,federacioncultura@yahoo.com.ar,30028
769,769,CENTRO CULTURAL ALAS,,,30056
770,770,San Benito Puerto Arte,0.0,sonialujana@yahoo.com.ar,30056
771,771,Centro Cultural Municipal Juan L. Ortiz,0.0,,30084
772,772,Casa De La Cultura de Entre Ríos ,200.0,amigoscasaculturaentrerios@yahoo.com.ar,30084
773,773,La Casita de los Gurises de mi Barrio,,virciancastillo@gmail.com,30084
774,774,Club Social Parana,0.0,,30084
775,775,Centro Cultural y de Convenciones La Vieja Usina,450.0,laviejausina@entrerios.gov.ar,30084
776,776,Centro Cultural La Hendija,100.0,difusionindependiente@gmail.com,30084
777,777,Centro Cultural Gloria Montoya,400.0,prensa@culturaparana.gov.ar,30084
778,778,Parientes Del Bar,,parientesdelbarcultural@gmail.com,30084
779,779,Tierra Bomba,,,30084
780,780,Casa de la Cultura Concepción Del Uruguay - E.R.,0.0,,30098
781,781,Alianza Francesa,,alianzafrancesa.cdelu@gmail.com,30098
782,782,Yotivenco espacio,,marifefranco@yahoo.com,30098
783,783,"Mixtura, Espacio Cultural",,congreso601@gmail.com,30105
784,784,Nuevo Espacio Cultural,,ramiroluissalinas@hotmail.com,30105
785,785,El Fuelle Casa Cultural,,lolocanflyy@gmail.com,34014
786,786,Grupo Mozart,,grupomozartformosa@yahoo.com,34014
787,787,Centro Cultural Galpón  ,0.0,,34014
788,788,Centro Cultural del Mercado,0.0,,34014
789,789,Centro Cultural Jose Maria Lesbegueris,,,34056
790,790,Centro Cultural Héctor Tizón,120.0,centroculturaltizon@gmail.com,38021
791,791,Centro Cultural Martin Fierro Del Complejo Educativos Jose Hernandez,999.0,produccionesflg@gmail.com,38021
